"","city","state"
"5576","MEDINA","34"
"1205","KISSIMMEE","9"
"37083","AUBURN HILLS","21"
"5827","ADA","35"
"11730","PONTIAC TOWNSHIP","21"
"3591","NATCHEZ","23"
"3931","LACONIA","28"
"1124","JACKSONVILLE BEACH","9"
"7695","BRIGHAM CITY","43"
"7137","DYERSBURG","41"
"2199","JUNCTION CITY","15"
"2515","GRETNA","17"
"1429","DUBLIN","10"
"3493","WILLMAR","22"
"14450","WILKINSBURG","37"
"7260","PALESTINE","42"
"5457","DEFIANCE","34"
"7340","MCKINNEY","42"
"7921","ABERDEEN","46"
"1050","COCOA","9"
"53473","NATCHITOCHES","17"
"4375","MORRISTOWN","29"
"832","COMMERCE CITY","5"
"2202","NEWTON","15"
"3537","FARIBAULT","22"
"8042","CLARKSBURG","47"
"2725","SALISBURY","19"
"3243","HAZEL PARK","21"
"78337","OPELOUSAS","17"
"590","SOUTH EL MONTE","4"
"3378","HAMTRAMCK","21"
"119174","HAMMOND","17"
"1347","FOREST PARK","10"
"8132","BECKLEY","47"
"7236","GALLATIN","41"
"7423","PAMPA","42"
"3397","WAYNE","21"
"7914","PASCO","46"
"4160","LINDENWOLD","29"
"3717","HANNIBAL","24"
"3187","MOUNT CLEMENS","21"
"7860","BRISTOL","45"
"7900","WENATCHEE","46"
"7575","ORANGE","42"
"7901","PORT ANGELES","46"
"6302","WEST CHESTER","37"
"7022","MYRTLE BEACH","39"
"7549","BAY CITY","42"
"5425","EAST CLEVELAND","34"
"2806","GREENFIELD","20"
"77","ENTERPRISE","1"
"7316","BROWNWOOD","42"
"5246","JACKSONVILLE","32"
"691","BARSTOW","4"
"5459","DELAWARE","34"
"5630","SIDNEY","34"
"5472","WHITEHALL","34"
"42962","VICTORVILLE","4"
"12075","CLARKSDALE","23"
"9766","DECATUR","10"
"908","ANSONIA","6"
"2183","PITTSBURG","15"
"1806","ZION","12"
"7433","SEGUIN","42"
"1186","KEY WEST","9"
"7560","CONROE","42"
"2638","SANFORD","18"
"3620","LAUREL","23"
"4187","BRIDGETON","29"
"5275","LUMBERTON","32"
"3","MOUNTAIN BROOK","1"
"4529","GALLUP","30"
"2196","GARDEN CITY","15"
"2589","AUGUSTA","18"
"4630","CORTLAND","31"
"413","EL DORADO","3"
"33","PRATTVILLE","1"
"1146","PLANT CITY","9"
"5191","STATESVILLE","32"
"93101","LAKE ELSINORE","4"
"104","SELMA","1"
"3992","DERRY","28"
"5658","NILES","34"
"7506","CLEBURNE","42"
"48645","SWATARA TOWNSHIP","37"
"7502","ALICE","42"
"51442","EAST PALO ALTO","4"
"4028","EGG HARBOR TOWNSHIP","29"
"5679","WOOSTER","34"
"3361","YPSILANTI","21"
"7349","COPPERAS COVE","42"
"8387","JUNEAU","50"
"7161","EAST RIDGE","41"
"7159","MORRISTOWN","41"
"2634","BIDDEFORD","18"
"466","SAN PABLO","4"
"3441","SOUTH SAINT PAUL","22"
"7013","GREENWOOD","39"
"1101","HOMESTEAD","9"
"5627","PORTSMOUTH","34"
"4005","PORTSMOUTH","28"
"5582","PIQUA","34"
"7890","WINCHESTER","45"
"3642","PEARL","23"
"1081","OAKLAND PARK","9"
"3217","MONROE","21"
"2650","CUMBERLAND","19"
"9916","COEUR D'ALENE","11"
"3168","ADRIAN","21"
"474","SOUTH LAKE TAHOE","4"
"1354","SMYRNA","10"
"1286","SANFORD","9"
"1460","GRIFFIN","10"
"1486","DALTON","10"
"11537","MOUNT MORRIS TOWNSHIP","21"
"164174","DELAND","9"
"3649","VICKSBURG","23"
"13765","ASHTABULA","34"
"1912","EAST PEORIA","12"
"1271","WINTER HAVEN","9"
"2428","RICHMOND","16"
"6683","POTTSTOWN","37"
"7434","PLAINVIEW","42"
"3284","HOLLAND","21"
"379","TEXARKANA","3"
"3943","KEENE","28"
"4820","MIDDLETOWN","31"
"679","INDIO","4"
"4017","ROCHESTER","28"
"5201","KINSTON","32"
"3509","AUSTIN","22"
"7567","CORSICANA","42"
"604","MADERA","4"
"80537","SPRING VALLEY VILLAGE","31"
"7490","GREENVILLE","42"
"7873","HOPEWELL","45"
"159","OPELIKA","1"
"30796","ALLIANCE","34"
"3618","PASCAGOULA","23"
"3874","NORTH PLATTE","26"
"26","PRICHARD","1"
"2121","MUSCATINE","14"
"416","SPRINGDALE","3"
"8386","FAIRBANKS","50"
"695","MONTCLAIR","4"
"54","ANNISTON","1"
"6542","NEW CASTLE","37"
"7487","BIG SPRING","42"
"952","NEW LONDON","6"
"11857","ROMULUS","21"
"7203","COLUMBIA","41"
"1760","CARPENTERSVILLE","12"
"996","DOVER","7"
"5709","ARDMORE","35"
"4821","NEWBURGH","31"
"7937","KENT","46"
"108829","CITY OF SEATAC","46"
"6921","NEWPORT","38"
"7234","BRISTOL","41"
"1752","CARBONDALE","12"
"7461","MARSHALL","42"
"3809","HELENA","25"
"7723","MURRAY","43"
"4530","ALAMOGORDO","30"
"1649","MAYWOOD","12"
"1475","LA GRANGE","10"
"492","EUREKA","4"
"7516","KINGSVILLE","42"
"5752","PONCA CITY","35"
"5144","ROCKY MOUNT","32"
"1910","FREEPORT","12"
"3917","HENDERSON","27"
"2228","EMPORIA","15"
"7076","SUMTER","39"
"7518","PARIS","42"
"3381","INKSTER","21"
"2370","HENDERSON","16"
"4516","CARLSBAD","30"
"7992","WALLA WALLA","46"
"2424","PADUCAH","16"
"1509","NAMPA","11"
"5604","ZANESVILLE","34"
"2084","BURLINGTON","14"
"5460","SANDUSKY","34"
"4190","MILLVILLE","29"
"1623","HARVEY","12"
"178318","SEATAC","46"
"200","PHENIX CITY","1"
"342","WEST MEMPHIS","3"
"2929","CHELSEA","20"
"2543","SLIDELL","17"
"124372","BURIEN","46"
"6954","ANDERSON","39"
"1212","RIVIERA BEACH","9"
"4710","WATERTOWN","31"
"7932","AUBURN","46"
"5828","SHAWNEE","35"
"164452","LAGRANGE","10"
"1210","LAKE WORTH","9"
"7114","CLEVELAND","41"
"5640","BARBERTON","34"
"1774","KANKAKEE","12"
"4592","AUBURN","31"
"2321","HOPKINSVILLE","16"
"1845","ALTON","12"
"4521","HOBBS","30"
"3925","BESSEMER","1"
"399","JACKSONVILLE","3"
"4335","NEPTUNE TOWNSHIP","29"
"4639","POUGHKEEPSIE","31"
"3422","MANKATO","22"
"4327","LONG BRANCH","29"
"5487","FAIRBORN","34"
"1798","NORTH CHICAGO","12"
"4208","ORANGE","29"
"4607","ELMIRA","31"
"9261","GRAND JUNCTION","5"
"7628","HALTOM CITY","42"
"1996","EAST CHICAGO","13"
"906","GROTON TOWN","6"
"3312","PORT HURON","21"
"4597","JAMESTOWN","31"
"1386","ROME","10"
"1176","BRADENTON","9"
"7908","LONGVIEW","46"
"6680","NORRISTOWN","37"
"7000","FLORENCE","39"
"1353","MARIETTA","10"
"2545","HOUMA","17"
"871","LOVELAND","5"
"1590","CHICAGO HEIGHTS","12"
"7425","SHERMAN","42"
"1064","HALLANDALE","9"
"7235","KINGSPORT","41"
"11525","FLINT TOWNSHIP","21"
"4512","CLOVIS","30"
"4539","FARMINGTON","30"
"7299","TEXARKANA","42"
"2009","MICHIGAN CITY","13"
"7629","HURST","42"
"680","PALM SPRINGS","4"
"7879","PETERSBURG","45"
"1917","DANVILLE","12"
"353","HOT SPRINGS","3"
"1391","EAST POINT","10"
"3650","GREENVILLE","23"
"1041","PANAMA CITY","9"
"3562","SAINT CLOUD","22"
"2996","BAY CITY","21"
"7950","BREMERTON","46"
"1276","FORT PIERCE","9"
"6389","CHESTER","37"
"1209","DELRAY BEACH","9"
"1208","BOYNTON BEACH","9"
"51223","WEST HOLLYWOOD","4"
"13846","LANCASTER","34"
"694","FONTANA","4"
"252","FLAGSTAFF","2"
"3022","BATTLE CREEK","21"
"7082","ROCK HILL","39"
"958","NORWICH","6"
"1181","OCALA","9"
"1433","VALDOSTA","10"
"123","GADSDEN","1"
"1167","FORT MYERS","9"
"3704","JOPLIN","24"
"4294","PERTH AMBOY","29"
"2944","FITCHBURG","20"
"7069","SPARTANBURG","39"
"5049","BURLINGTON","32"
"5377","LIMA","34"
"5786","MUSKOGEE","35"
"1883","ROCK ISLAND","12"
"2478","BOWLING GREEN","16"
"2252","HUTCHINSON","15"
"4292","NEW BRUNSWICK","29"
"3610","GULFPORT","23"
"4508","ROSWELL","30"
"127302","HOLYOKE","20"
"6883","YORK","37"
"6936","WOONSOCKET","38"
"7418","TEXAS CITY","42"
"5659","WARREN","34"
"2391","COVINGTON","16"
"3926","SPARKS","27"
"1964","ELKHART","13"
"5550","NEWARK","34"
"2260","SALINA","15"
"1113","NORTH MIAMI","9"
"7904","VANCOUVER","46"
"7279","TEMPLE","42"
"2755","PITTSFIELD","20"
"3916","NORTH LAS VEGAS","27"
"841","LONGMONT","5"
"7866","DANVILLE","45"
"7326","HARLINGEN","42"
"2530","ALEXANDRIA","17"
"565","LYNWOOD","4"
"3609","BILOXI","23"
"5239","WILMINGTON","32"
"7311","BRYAN","42"
"8016","HUNTINGTON","47"
"4513","LAS CRUCES","30"
"4485","PLAINFIELD","29"
"5729","ENID","35"
"362","PINE BLUFF","3"
"1054","MELBOURNE","9"
"553","HUNTINGTON PARK","4"
"7100","RAPID CITY","40"
"5619","MANSFIELD","34"
"7277","KILLEEN","42"
"5155","GASTONIA","32"
"166060","ST. CLOUD","22"
"6372","HARRISBURG","37"
"4869","TROY","31"
"7414","GALVESTON","42"
"142","DOTHAN","1"
"1268","LAKELAND","9"
"1279","SARASOTA","9"
"2528","MONROE","17"
"7197","JACKSON","41"
"4775","NIAGARA FALLS","31"
"8002","YAKIMA","46"
"8056","CHARLESTON","47"
"2496","BOSSIER CITY","17"
"1067","POMPANO BEACH","9"
"4428","PASSAIC","29"
"1763","ELGIN","12"
"4192","VINELAND","29"
"1295","DAYTONA BEACH","9"
"7500","PORT ARTHUR","42"
"4201","IRVINGTON","29"
"2134","COUNCIL BLUFFS","14"
"7979","EVERETT","46"
"7207","CLARKSVILLE","41"
"6977","NORTH CHARLESTON","39"
"7007","GREENVILLE","39"
"550","HAWTHORNE","4"
"154779","LAKEWOOD","46"
"4781","UTICA","31"
"1213","WEST PALM BEACH","9"
"3163","WYOMING","21"
"401","NORTH LITTLE ROCK","3"
"5398","SPRINGFIELD","34"
"5125","FAYETTEVILLE","32"
"3394","TAYLOR","21"
"5389","HAMILTON","34"
"7429","LONGVIEW","42"
"4908","SCHENECTADY","31"
"2574","PORTLAND","18"
"5556","LORAIN","34"
"18966","WATERLOO","14"
"7754","OGDEN","43"
"4198","EAST ORANGE","29"
"19337","KENNER","17"
"1961","MUNCIE","13"
"5572","YOUNGSTOWN","34"
"1804","WAUKEGAN","12"
"49203","CHARLESTON","39"
"108828","FEDERAL WAY","46"
"7612","TYLER","42"
"1010","WILMINGTON","7"
"11607","KALAMAZOO","21"
"409","FORT SMITH","3"
"1036","GAINESVILLE","9"
"5632","CANTON","34"
"7651","SAN ANGELO","42"
"228","TUSCALOOSA","1"
"465","RICHMOND","4"
"1373","ALBANY","10"
"711","OCEANSIDE","4"
"6144","READING","37"
"1927","JOLIET","12"
"1999","HAMMOND","13"
"1758","AURORA","12"
"786","VALLEJO","4"
"1997","GARY","13"
"8286","RACINE","48"
"3398","WESTLAND","21"
"2158","SIOUX CITY","14"
"537","COMPTON","4"
"2518","LAFAYETTE","17"
"7099","SIOUX FALLS","40"
"1170","TALLAHASSEE","9"
"3544","DULUTH","22"
"4276","TRENTON","29"
"1103","MIAMI BEACH","9"
"7325","BROWNSVILLE","42"
"7390","ODESSA","42"
"1319","MACON","10"
"7883","ROANOKE","45"
"2765","NEW BEDFORD","20"
"7586","AMARILLO","42"
"2862","LOWELL","20"
"577","POMONA","4"
"4555","ALBANY","31"
"7678","WICHITA FALLS","42"
"555","INGLEWOOD","4"
"7065","COLUMBIA","39"
"2138","DAVENPORT","14"
"7880","PORTSMOUTH","45"
"886","PUEBLO","5"
"197256","MIAMI GARDENS","9"
"1903","SPRINGFIELD","12"
"2041","SOUTH BEND","13"
"433","BERKELEY","4"
"39251","RENO","27"
"7544","WACO","42"
"4477","ELIZABETH","29"
"3115","LANSING","21"
"1872","PEORIA","12"
"7497","BEAUMONT","42"
"2267","TOPEKA","15"
"700","SAN BERNARDINO","4"
"84691","MORENO VALLEY","4"
"950","NEW HAVEN","6"
"939","HARTFORD","6"
"1197","ORLANDO","9"
"831","AURORA","5"
"1337","SAVANNAH","10"
"5148","WINSTON-SALEM","32"
"914","BRIDGEPORT","6"
"3691","SPRINGFIELD","24"
"1942","ROCKFORD","12"
"4796","SYRACUSE","31"
"4429","PATERSON","29"
"2277","KANSAS CITY","15"
"167","HUNTSVILLE","1"
"7876","NEWPORT NEWS","45"
"2825","SPRINGFIELD","20"
"7160","CHATTANOOGA","41"
"6933","PROVIDENCE","38"
"1063","FORT LAUDERDALE","9"
"718","STOCKTON","4"
"400","LITTLE ROCK","3"
"7724","SALT LAKE CITY","43"
"7964","TACOMA","46"
"682","RIVERSIDE","4"
"3611","JACKSON","23"
"8385","ANCHORAGE","50"
"7532","LUBBOCK","42"
"3157","GRAND RAPIDS","21"
"2497","SHREVEPORT","17"
"7882","RICHMOND","45"
"25","MOBILE","1"
"5639","AKRON","34"
"4736","ROCHESTER","31"
"2","BIRMINGHAM","1"
"2507","BATON ROUGE","17"
"479","FRESNO","4"
"2486","NEW ORLEANS","17"
"9651","SAINT PETERSBURG","9"
"164126","ST. PETERSBURG","9"
"4652","BUFFALO","31"
"4022","NEWARK","29"
"1147","TAMPA","9"
"2264","WICHITA","15"
"5566","TOLEDO","34"
"5370","CINCINNATI","34"
"5975","PITTSBURGH","37"
"5212","CHARLOTTE","32"
"4507","ALBUQUERQUE","30"
"1102","MIAMI","9"
"439","OAKLAND","4"
"7652","AUSTIN","42"
"3464","MINNEAPOLIS","22"
"5855","TULSA","35"
"1309","ATLANTA","10"
"5946","PORTLAND","36"
"1950","INDIANAPOLIS","13"
"5799","OKLAHOMA CITY","35"
"7626","FORT WORTH","42"
"7131","NASHVILLE","41"
"830","DENVER","5"
"7891","SEATTLE","46"
"1035","WASHINGTON","8"
"1123","JACKSONVILLE","9"
"129418","CHARLOTTE-MECKLENBURG PD","32"
"2928","BOSTON","20"
"5372","COLUMBUS","34"
"8165","MILWAUKEE","48"
"7103","MEMPHIS","41"
"2649","BALTIMORE","19"
"713","SAN FRANCISCO","4"
"7258","DALLAS","42"
"5974","PHILADELPHIA","37"
"23983","HOUSTON","42"
"1546","CHICAGO","12"
"564","LOS ANGELES","4"
